,NAME,SEAT_CAP,long,lat
394,Blue Ginger Korean Grill & Sushi,Seating 151-250,-122.1524819,47.6276431
395,Blue Glass,Seating 13-50,-122.3647966,47.6761007
396,Blue Heron,Seating 0-12,-122.3870862,47.6559581
397,Blue Heron Golf Course,Seating 151-250,[0.0],[0.0]
398,Blue Martini,Seating 151-250,[0.0],[0.0]
399,Dairy Queen Of Pacific,Seating 51-150,-122.25785003670148,47.27232385
400,Dairy Queen Of Redmond,Seating 13-50,-122.1425603,47.6751757
401,Dairy Queen/ Eastgate,Seating 13-50,-122.1399756,47.5815772
402,Dairy Queen/Auburn,Seating 51-150,-122.22626892127079,47.32047555
403,Dakine Grindz,Limited Food Services,[0.0],[0.0]
404,Dakshin South Indian Bistro,Seating 13-50,-122.204066,47.6766637
405,Dalian House,Seating 151-250,-122.1321542,47.6061585
406,Daman'S Bar & Grill,Seating 51-150,-122.1424275,47.6325836
407,Damn The Weather,Seating 51-150,-122.3339391,47.6011077
408,Dan'S Belltown Grocery,Seating 0-12,-122.3445010500472,47.61416925
409,Dan'S Deli Mart,Grocery,-122.3557653,47.7055482
410,Dandy Dogs @ 18438 120Th Ave Ne Woodinville,Mobile Food Service,-122.2056545,47.6763089
411,Daniel'S Broiler; Lake Union,Seating 151-250,-122.33487874545261,47.62671225
412,Daniel Bagley Elementary,School Kitchen,-122.3407677,47.6642809
413,Daniel Elementary School,School Kitchen,-122.19024538057545,47.380332949999996
414,Daniels Broiler,Seating 151-250,[0.0],[0.0]
415,Daniels Broiler - Bellevue Place,Seating > 250,-122.2001928,47.6176171
416,Dante'S Inc,Seating 51-150,-122.3172024,47.6672639
417,Dante'S Inferno (2)@ Route 206-579-7559,Mobile Food Service,-122.36342438531747,47.668867399999996
418,Dante'S Inferno @ Route 206-579-7559,Mobile Food Service,-122.36342438531747,47.668867399999996
419,Danube,Seating 13-50,-122.1928555304937,47.619648850000004
420,Darrell'S Tavern,Seating 13-50,-122.3452038,47.734507
421,Dash Point Arco,Seating 0-12,-122.3554517,47.322631200000004
422,Dave'S Diner & Brew,Seating 51-150,[0.0],[0.0]
423,Davinci Pizza & Pasta,Seating 13-50,-122.3446906,47.6845936
424,Bizzy Bean Espresso,Seating 0-12,[0.0],[0.0]
425,Bj'S Restaurant & Brewhouse,Seating > 250,-122.1179264,47.687585
426,Bk Mae Phim,Seating 13-50,-122.3353113,47.6032314
427,Black Angus Steakhosue,Seating > 250,-122.30256732555142,47.315775849999994
428,Black Bamboo,Seating 13-50,-122.344501,47.6147308
429,Black Bear Coffee,Limited Food Services,-122.19660099999999,47.430537
430,Black Bear Diner,Seating 151-250,-122.31401204354668,47.31326195
431,Black Bottle,Seating 13-50,-122.3497037,47.6154608
432,Black Coffee,Seating 13-50,-122.3251342,47.615072
433,Black Diamond Bakery,Bakery,-122.0063786,47.3073651
434,Black Diamond Bakery Espresso,Limited Food Services,-122.0063786,47.3073651
435,Black Diamond Community Center,Non-Profit Institution,-122.0054441,47.3182083
436,Black Diamond Eagles,Non-Profit Institution,-122.007035,47.3092965
437,Black Diamond Elementary School,School Kitchen,-122.00523224731711,47.3099763
438,Black Diamond Pizza,Seating 13-50,-122.00663298796,47.3084432
439,Black Diamond Restaurant,Seating 51-150,-122.0063786,47.3073651
440,Black Dog Arts Cafe; Inc,Seating 13-50,-121.824707,47.5281101
441,Black Pearl,Seating 51-150,-122.2907629,47.6826651
442,Black Raven Brewing Company,Seating 51-150,-122.1446573,47.6855472
443,Black Zia Cantina,Seating 51-150,-122.3416372,47.4664814
444,Blackboard Bistro,Seating 13-50,-122.3870312,47.5742713
445,Blake'S Pizza,Seating 13-50,[0.0],[0.0]
446,Blanchet High School Kitc,Non-Profit Institution,-122.33477631306295,47.6898042
447,Blue Moon Burgers,Seating 13-50,[0.0],[0.0]
448,Blue Moon Burgers #2,Seating 13-50,-122.3491213,47.6492247
449,Blue Moon; The,Seating 51-150,-122.3200271,47.6614732
450,Blue Nile Restaurant,Seating 13-50,-122.3165656,47.6056907
451,Blue Plate Express,Catering Operation,-122.2907629,47.6826651
452,Blue Ribbon Cooking; Llc,Catering Operation,-122.3292157,47.6430253
453,Blue Stars Food Mart,Seating 0-12,-122.2358082,47.5088669
454,Blue Vanilla Bakery,Seating 13-50,-122.32484892898458,47.400639749999996
455,Blue Water Burrito,Seating 13-50,-122.3567993,47.6183998
456,Blue Water Taco Grill,Seating 0-12,[0.0],[0.0]
457,Blue Willow Catering Inc,Catering Operation,-122.3870061,47.5604465
458,Blueacre Seafood,Seating > 250,-122.335852,47.614361
459,Bluebird,Seating 13-50,[0.0],[0.0]
460,Bluebird Ice Cream,Seating 0-12,-122.3553542,47.6725083
461,Bluwater Leschi,Seating 151-250,-122.2856592,47.6007716
462,Boar'S Nest,Seating 0-12,-122.382638,47.6695656
463,Boarding House; The,Seating 51-150,[0.0],[0.0]
464,Boardroom Cafe,Seating 13-50,-122.3442678,47.6895583
465,Boat House Deli,Seating 13-50,-122.3398693,47.6353957
466,Bob'S Quality Meats,Meat/Sea Food,-122.2855019,47.5583249
467,Boba Express,Seating 0-12,[0.0],[0.0]
468,Boba Smoothies,Seating 0-12,[0.0],[0.0]
469,Boba Smoothies #90975,Seating 0-12,-122.2583964977926,47.45894615
470,Bobs Burgers,Seating 13-50,[0.0],[0.0]
471,Boehm'S Candies Inc.,Seating 0-12,[0.0],[0.0]
472,Boeing 18-25 - Eurest,Seating > 250,-122.2574902,47.4198921
473,Boeing 25-20 Cafeteria,Seating > 250,[0.0],[0.0]
474,Boeing Co - 17-44 Bldg,Seating 151-250,-95.81708527530796,38.91439235
475,Boeing Co Bldg 2-22,Seating 0-12,-122.30555272630573,47.52784145
476,Boeing Co.-10-20 Cafe,Seating 51-150,-122.20502650815673,47.4925754
477,Boeing Co.-33-07 Cafe,Seating 151-250,-122.1268767,47.6035849
478,Boeing Co.-4-21 Cafe.-Pro,Seating 0-12,[0.0],[0.0]
479,Boeing Co.-4-21 Cafeteria,Seating 51-150,[0.0],[0.0]
480,Boeing Co.-Plant Ii-Duw. Bldg 11-14,Seating 51-150,-122.252641,47.5028036
481,Boeing Co.-South Park Diner,Seating 151-250,[0.0],[0.0]
482,Boeing Co. - Plant Ii / Plaza 99,Seating 51-150,[0.0],[0.0]
483,Boeing Company -22-01/Spares,Seating 13-50,[0.0],[0.0]
484,Boeing Field Chevron,Seating 0-12,-122.3361702,47.5519086
485,Boeing Flight Test & 3-800 Bldg,Seating > 250,-122.3184091,47.5373569
486,Boeing/ Eurest  14-01 Bldg.,Seating 0-12,-122.2982749,47.5191813
487,Boeing/09-101(Fly Away Cafe),Seating > 250,-122.3361702,47.5519086
488,Boi Pho Bistro,Seating 13-50,-122.317797,47.675155
489,Boiling Point,Seating 51-150,-122.32745195702364,47.596812
490,Boiling Point Corp; Wa,Seating 0-12,-122.3201892,47.5392015
491,Boise Grocery; Llc,Seating 0-12,-122.0162655,47.199297
492,Boka Restaurant - Banquet Kitchen,Seating 0-12,-122.33612006526123,47.60506555
493,Boka Restaurant  - Main Kitchen,Seating 51-150,-122.33612006526123,47.60506555
494,Bombay-Fiji Bazaar,Grocery,[0.0],[0.0]
495,Bombay Grill & Lounge,Seating 51-150,-122.31770764944272,47.6643036
496,Bombay House Indian Cuisine,Seating 51-150,[0.0],[0.0]
497,Bombay Wala,Seating 0-12,-122.344663,47.6145075
498,Bon Appetit,Seating 51-150,-122.33823738837278,47.60770555
499,Bon Appetit - Chardin Kitchen,Catering Operation,-122.31864304308772,47.60673455
500,Bon Appetit - Fashion Bowl,Seating 51-150,-122.3362966074246,47.612306000000004
501,Bon Appetit - The Dish,Seating 51-150,-122.335852,47.614361
502,Bon Appetit / Bottom Line,Seating 0-12,[0.0],[0.0]
503,Bon Appetit @ Adobe,Seating 51-150,-122.34799173267658,47.64803085
504,Bon Appetit @ Amazon.Com /Coffee Bar,Seating 13-50,-122.33650545,47.622950349999996
505,Bon Appetit @ Amazon.Com/ Server,Seating 151-250,-122.33650545,47.622950349999996
506,Bon Appetit At Zulily,Seating 151-250,-122.3522473,47.6142622
507,Bon Appetit Cafe@ Starbucks- 3Rd Floor,Seating 151-250,-122.33591793436466,47.5807667
508,Bon Appetit Catering #1 Rt. 206-779-6622,Mobile Food Service,-122.3550629,47.5345059
509,Bon Appetit Mgt Co,Seating > 250,-122.33409124475132,47.61291445
510,Bon Appetit/Amazon,Seating 0-12,-122.33807254999999,47.620128
511,Bongo'S Cafe @ 6501 Aurora Ave,Mobile Food Service,-122.3231882,47.5728531
512,Book Bindery,Seating 13-50,-122.3528511,47.6479131
513,Boom Noodle,Seating 151-250,-122.3171796,47.6139201
514,Boonmar Pho & Thai Cuisine,Seating 13-50,-122.1690263,47.3594908
515,Boots Bar,Seating 13-50,-122.00715216804585,47.32256665
516,Bors Hede Inne; The,Non-Profit Institution,[0.0],[0.0]
517,Both Ways Cataering Co.,Seating 13-50,-122.2709269,47.5642708
518,Bothell Deli & Grocery,Grocery,-122.20189823494681,47.76010075
519,Bothell High Student Store,Non-Profit Institution,-122.2205601933174,47.760475
520,Bothell Police Department,Non-Profit Institution,-122.20529501740373,47.76149235
521,Bothell Service Center Inc,Seating 0-12,-122.21019,47.765840999999995
522,Bothell Stadium Chevron,Seating 0-12,-122.20852088256427,47.7639463
523,Bottega Italiana,Seating 0-12,-122.339914,47.6084639
524,Bottlehouse,Seating 13-50,-122.2890034137184,47.61348555
525,Bottleneck Lounge,Seating 0-12,-122.3016005,47.6199858
526,Bottoms Up Espresso,Seating 0-12,-122.21843763235472,47.49063995
527,Boud'S Pinehurst Pub,Seating 13-50,-122.31279650221057,47.7155556
528,Boulangerie Bakery,Seating 0-12,[0.0],[0.0]
529,Boulevard Grocery,Seating 0-12,[0.0],[0.0]
530,Boulevard Park Chevron,Seating 0-12,-122.252641,47.5028036
531,Boulevard Park Thriftway - Meat,Meat/Sea Food,[0.0],[0.0]
532,Boumba Hotdog @ 1325 E. Madison St,Mobile Food Service,-122.31445695731445,47.6134847
533,Bounty Caffe,Seating 13-50,-122.3137524,47.7572126
534,Bourbon & Bones,Seating 13-50,-122.3655772,47.6601221
535,Bourbon Jacks,Seating 151-250,-122.24667333803839,47.385109400000005
536,Bow Lake Elementary School Kitchen,School Kitchen,-122.28240139766547,47.4388596
537,Bowls & Noodles,Seating 0-12,[0.0],[0.0]
538,Box And Bottle,Seating 13-50,-122.3551025,47.6921308
539,Box Car Alehouse,Seating 51-150,-122.3822704,47.6505885
540,Box Nature Sushi @ Route 206-302-8329,Mobile Food Service,-122.3174183,47.7099898
541,Box On Wheels @ Route 808-429-1947,Mobile Food Service,[0.0],[0.0]
542,Boxing Fish,Catering Operation,-122.33371,47.5539041
543,Cafe Soleil,Seating 13-50,-122.2891389,47.6130066
544,Cafe Solstice,Seating 13-50,-122.3130573,47.6574105
545,Cafe Starbucks  #3702,Seating 51-150,-122.2807886,47.6341227
546,Cafe Suisse,Seating 0-12,[0.0],[0.0]
547,Cafe Sun & Moon,Seating 13-50,-122.31281721347483,47.3211128
548,Cafe Tao Ngo,Seating 13-50,-122.3561733,47.5355747
549,Cafe Teamore,Seating 13-50,-122.31438700964137,47.307100399999996
550,Cafe Truong Nguyen,Seating 13-50,[0.0],[0.0]
551,Cafe Van Gough,Seating 13-50,-122.2901216,47.6889639
552,Cafe Veloce,Seating 51-150,-122.1786598,47.7113896
553,Cafe Vignole,Seating 13-50,-122.2613611,47.5200043
554,Cafe Yumm!,Seating 13-50,-122.3334076,47.612719
555,Cafe Zum Zum,Seating 13-50,-122.3333423942081,47.60455545
556,Caffe Appassionato,Seating 13-50,-122.3837069,47.6560771
557,Caffe Appassionato-North Kiosk,Seating 0-12,-122.33851128796024,47.6027143
558,Caffe Appassionato -  Restaurant/Colman Dock,Seating 0-12,-122.33851128796024,47.6027143
559,Caffe Bee,Seating 0-12,-122.348385,47.619883
560,Caffe D'Arte,Seating 0-12,[0.0],[0.0]
561,Caffe Fiore,Seating 0-12,-122.3608221,47.6324599
562,Caffe Ladro,Seating 13-50,[0.0],[0.0]
563,Caffe Lieto,Seating 0-12,-122.3417918,47.6103986
564,Caffe Nautica  @ 23919 Vashon Hwy Sw,Mobile Food Service,-122.46615044555736,47.38902525
565,Caffe Rococo,Seating 13-50,-122.205367,47.6763719
566,Caffe Senso Unico,Seating 13-50,-122.3355284,47.6135839
567,Caffe Sospeso,Non-Profit Institution,-122.1868323490963,47.6186563
568,Chandy'S North Commons @ Ms 98,Seating 51-150,-122.13645425466683,47.64433175
569,Chang'S Mongolian Grill,Seating 51-150,-122.2184234,47.4901462
570,Chang Ko Restaurant,Seating 51-150,-122.312871,47.3090269
571,Chang Thai & Pho,Seating 51-150,-121.774522,47.4891226
572,Changes,Seating 13-50,-122.3334927,47.6612762
573,Chantanee Family Thai,Seating 51-150,[0.0],[0.0]
574,Chao Praya Restaurant,Seating 13-50,-122.2273626,47.4110958
575,Charley'S Grilled Sub,Seating 0-12,[0.0],[0.0]
576,Charlie'S,Seating > 250,-122.320847,47.6186726
577,Charlie'S Food Truck  @ Route 206-850-3432,Mobile Food Service,-122.31252455058075,47.6706004
578,Charlies Cafe,Seating 51-150,-121.9923569,47.1991846
579,Chateau Ste Michelle - Banquet Room,Seating > 250,-122.1493658402225,47.72928585
580,Chateau Ste Michelle - Manor House,Seating 51-150,-122.1493658402225,47.72928585
581,Chateau Ste Michelle - Retail/Tasting Bar,Seating 0-12,-122.1493658402225,47.72928585
582,Chateau Ste Michelle -Vintage/Tasting Bar,Seating 0-12,-122.1493658402225,47.72928585
583,Chatterbox,Seating 13-50,[0.0],[0.0]
584,Chautauqua Elementary,School Kitchen,-122.4524378,47.427701
585,Cheap Dog Catering @ 589 Occidental Ave S,Mobile Food Service,-122.362655425,47.551682
586,Checkers Iii,Grocery,-122.27038272629076,47.50714615
587,Cheeky Cafe,Seating 13-50,-122.309682,47.5994486
588,Cheese Cellar; The,Seating 0-12,-122.34864185,47.61905455
589,Cheese Wizards @ 210 Nickerson St,Mobile Food Service,-122.3869651,47.6684979
590,Cheesecake Factory,Seating > 250,[0.0],[0.0]
591,Cheesecake Factory; The,Seating > 250,-85.0179986,42.4437685
592,Coffee Bear,Seating 0-12,-122.28469976971817,47.3161681
593,Coffee Express-O,Seating 0-12,-121.8240768,47.5270804
594,Coffee Sensations,Limited Food Services,-122.2701123,47.7754607
595,Coffee Shack; The,Seating 0-12,-122.3130293,47.7454763
596,Coffee Shop,Non-Profit Institution,-122.1069249,47.6980465
597,Coffee Time Catering/B9815L/Route/206-782-5944,Mobile Food Service,-122.32922539226678,47.7258311
598,Coffee Too,Seating 0-12,-121.9721484,47.5373724
599,Coffee Tree,Seating 13-50,-122.3281984,47.6073387
600,Coffee Trolley@ Rendezvous,Mobile Food Service,-121.9886258,47.203768
601,Coffee Vault,Seating 0-12,-121.99508292499999,47.197988949999996
602,Coffees A La Cart - Commissary,Catering Operation,-122.22734635,47.58986005
603,Cold Spot Of Seattle - N Kiosk,Seating 0-12,-122.33851128796024,47.6027143
604,Cold Stone Creamery,Seating 13-50,-122.130154,47.6209366
605,Cole Street Cafe,Seating 13-50,-121.98997021407563,47.2029781
606,Collections Cafe,Seating 151-250,-122.35397700018214,47.6220986
607,College Inn Pub,Seating 51-150,-122.31308,47.6555283
608,Collins Pub,Seating 51-150,-122.3320521,47.6021043
609,Colman Dock News / Candy Lane,Grocery,-122.3360185,47.5936487
610,Columbia Athletic Club,Seating 0-12,-122.20982756503044,47.7035434
611,Columbia City Ale House,Seating 51-150,-122.2844898396073,47.5573979
612,Columbia City Bakery,Seating 13-50,-122.2854376,47.5581793
613,Columbia City Theater,Seating 13-50,-122.2844953,47.5573111
614,Columbia School,Seating 0-12,-122.2874904,47.55825175
615,Columbia Tower Club,Seating > 250,-122.33071812801815,47.60454285
616,Boxley'S,Seating 51-150,-121.7863914,47.4952008
617,Branding Iron Cafe,Seating 51-150,-122.0184887,47.2101528
618,Branzino,Seating 13-50,-122.3478678,47.6151228
619,Bravehorse Tavern,Seating 51-150,-122.33677785,47.62154445
620,Bread Of Life Mission,Non-Profit Institution,-122.334459,47.599942
621,Breakfast Club,Seating 13-50,-122.2957943,47.7177483
622,Breaktime Deli,Seating 13-50,-122.33137034800473,47.5246936
623,Brew,Seating 13-50,-122.2057995,47.7599392
624,Bri'S Beans; Ii,Seating 0-12,0.7354444499865738,51.3395012
625,Briarcrest School Elementary,School Kitchen,-122.29821660317393,47.74174645
626,Briarwood Elementary School,School Kitchen,-122.11556008114616,47.4834581
627,Briatore,Seating 13-50,[0.0],[0.0]
628,Bridge Park,Seating 151-250,-122.37358660564405,47.5453908
629,Bridle Trail Red Apple Market-Grocery,Grocery,-122.165911,47.6657608
630,Bridle Trails Dairy Queen,Seating 51-150,-122.16457133258905,47.666166849999996
631,Bridle Trails Red Apple Market,Seating 13-50,-122.165911,47.6657608
632,Bridle Trails Red Apple Market-Bakery,Bakery,-122.165911,47.6657608
633,Bridle Trails Red Apple Market/Meat & Seafood,Meat/Sea Food,-122.165911,47.6657608
634,Brigadoon Elementary School,School Kitchen,-122.3642647,47.3006913
635,Brimmer & Heeltap,Seating 13-50,-122.3631168,47.6685259
636,British Pantry & Pub; The,Seating 51-150,-122.1262564,47.67599
637,Britt'S Pickles,Seating 0-12,-122.3405819,47.6088194
638,Brix Wine Cafe,Seating 51-150,-122.2109008,47.707094
639,Broadacre Deli,Seating 13-50,-122.3401939,47.6103391
640,Broadcast Coffee,Seating 13-50,-122.3175366,47.6762475
641,Broadcast Coffee; Llc,Seating 13-50,-122.3209333,47.6016992
642,Broadmoor Golf Club-10Th,Seating 0-12,-122.29136671740929,47.64043785
643,Broadmoor Golf Club Kitchen,Seating > 250,-122.29136671740929,47.64043785
644,Broadview/Thomson School,School Kitchen,-122.3528684929583,47.72446995
645,Broadway Market,Grocery,-122.3204103,47.6065256
646,Broadway Shell,Grocery,-122.32030005035227,47.6143773
647,Broiler Bay,Seating 13-50,-122.3452038,47.734507
648,Broiler Bay; Inc,Seating 13-50,-122.1976598,47.6105218
649,Bronson  Big Foot Java,Seating 0-12,[0.0],[0.0]
650,Bronson Market,Seating 0-12,-122.1988930922165,47.484439550000005
651,Brooklake Christian - School,Non-Profit Institution,-122.32595101267553,47.28163555
652,Brooklyn Cafe; The,Seating 151-250,-122.3367995,47.6072682
653,Brookside Elementary School,School Kitchen,-122.28992304617844,47.75493
654,Brouwer'S Cafe; Inc,Seating 51-150,-122.3542083978022,47.6516233
655,Brown Bag Baguette (Kc264) @ Route 310-623-0844,Mobile Food Service,-122.3293495,47.5751981
656,Brown Bear Car Wash,Grocery,-122.16913504831776,47.576833500000006
657,Browns Corner Short Stop,Seating 0-12,-122.15552199999999,47.2754595
658,Brugge Chocolates,Seating 0-12,[0.0],[0.0]
659,Brunello Ristorante,Seating 13-50,[0.0],[0.0]
660,Brunswick & Hunt,Seating 13-50,-122.3763469,47.679608
661,Bryant Elementary School,School Kitchen,-122.2885786,47.6721486
662,Bryn Mawr Elementary School,School Kitchen,-122.22940295332761,47.498083199999996
663,Bryn Mawr United Methodist,Non-Profit Institution,-122.2496229,47.4994081
664,Bubble Tea And Sandwich,Seating 13-50,-122.3134356,47.6627944
665,Buca Di Beppo,Seating > 250,-122.34014011217268,47.6255752
666,Buckley'S On Queen Anne,Seating 51-150,-122.3577372,47.6208303
667,Buckleys In Belltown,Seating 51-150,-122.3469171,47.6145851
668,Bucks Teriyaki,Seating 13-50,-122.1992099,47.3866152
669,Bucks Teriyaki  Wok,Seating 13-50,[0.0],[0.0]
670,Buena Market,Seating 0-12,[0.0],[0.0]
671,Buena Vista / Sda School,Non-Profit Institution,-122.15742911105511,47.2807435
672,Buena Vista 7 Day Adventist School ; Kitchen B,Non-Profit Institution,-122.15742911105511,47.2807435
673,Buffalo Deli,Seating 0-12,-122.3449597,47.6122511
674,Buffalo Wild Wings,Seating > 250,-122.2613177,47.4617699
675,Buffalo Wild Wings; #419,Seating > 250,-122.30820113177981,47.31475745
676,Bulgogi,Seating 0-12,-122.130154,47.6209366
677,Bull Pen Pub Bar & Grill,Seating 51-150,[0.0],[0.0]
678,Bulldog News Inc,Seating 0-12,-122.3130437,47.6585573
679,Bumbu Truck @ 206-604-3462,Mobile Food Service,-122.23822046595703,47.38562095
680,Bun Llc,Seating 51-150,-122.3235819,47.5978531
681,Buns @ Route 425-218-9791,Mobile Food Service,[0.0],[0.0]
682,Burger And Kabob Hut,Seating 0-12,-122.3130727,47.6580857
683,Burger Boss,Seating 0-12,-122.35901048223684,47.5211624
684,Burger Express; The,Seating 13-50,-122.31388627536302,47.3077493
685,Burger Hero,Seating 0-12,-122.37652392500044,47.68168165
686,Burger King,Seating 51-150,-122.25173001631607,47.296273299999996
687,Burger King #10465,Seating 51-150,-122.21943430038874,47.4440992
688,Burger King #15965,Seating 51-150,-122.33921097857085,47.469895199999996
689,Burger King #2307,Seating 51-150,-122.2948348,47.3929085
690,Burger King #2368,Seating 51-150,-122.3767265,47.6686678
691,Burger King #2440,Seating 51-150,-122.18702319968108,47.71192375
692,Burger King #3369,Seating 51-150,-122.3036775,47.5846957
693,Burger King #3949,Seating 51-150,-122.20195161184174,47.37500955
694,Burger King #4156,Seating 51-150,[0.0],[0.0]
695,Burger King #4273,Seating 51-150,-122.1702876,47.5541905
696,Burger King #4523,Seating 51-150,-122.2251172,47.30462465
697,Burger King #4825,Seating 51-150,-122.18340132500605,47.6167971
698,Burger King #4830,Seating 51-150,[0.0],[0.0]
699,Burger King #5782,Seating 51-150,-122.22744286963155,47.4004201
700,Burger King #6040,Seating 51-150,-122.31865314995648,47.2893537
701,Burger King #6782,Seating 51-150,-122.2547151319558,47.4544276
702,Burger King #6972,Seating 51-150,-122.32956977872081,47.57412525
703,Burger King #7587,Seating 51-150,-122.10836684965656,47.35852735
704,Burger King #965,Seating 51-150,-122.1464309,47.6315145
705,Burger Town,Seating 13-50,-122.200455,47.479611
706,Burgermaster,Seating 13-50,-122.34428798852355,47.70112025
707,Burgermaster-Bellevue,Seating 0-12,-122.1859763,47.6331808
708,Burien 76,Grocery,-122.3349917,47.5378864
709,Burien Grocery Outlet,Grocery,[0.0],[0.0]
710,Burien Market,Grocery,-122.3379017,47.4666104
711,Burien Mini Mart,Grocery,[0.0],[0.0]
712,Burien Press,Seating 13-50,-122.34025338334806,47.466644450000004
713,Burney Brothers Bbq,Seating 0-12,-122.2797136,47.7543645
714,Burrito Express,Seating 0-12,-122.3399912,47.6085532
715,Burrito Loco Taqueria,Seating 13-50,-122.3724228,47.696869
716,Burritos El Incapaz,Seating 13-50,-122.2359183,47.3813198
717,Bus Stop Espresso,Seating 0-12,-122.31976245119577,47.6760611
718,Bush Garden Restaurant,Seating 51-150,-122.3248941,47.5970239
719,Bush School,Non-Profit Institution,-122.28830313116922,47.6231001
720,Bushnell Craft,Seating 13-50,-122.1210617,47.6874723
721,Bustle On Queen Anne,Seating 13-50,-122.3647719,47.6394797
722,Butcher & The Baker,Catering Operation,-122.3252868,47.6757088
723,Butcher Shop Cafe,Seating 0-12,[0.0],[0.0]
724,Butter & Bloom,Catering Operation,-122.1053769,47.6906397
725,Buxx Teriyaki,Seating 13-50,-122.252641,47.5028036
726,Buzzy Beans,Limited Food Services,-122.12316114942607,47.50096815
727,Byblos Deli,Seating 13-50,-122.1464685,47.6278515
728,Byen Bakeri,Seating 13-50,-122.3567925,47.6491931
729,Byron Kibler Grade School,School Kitchen,-121.99619813832733,47.21075835
730,Bys Drive In,Seating 13-50,-122.32978792516592,47.5775236
731,Byzantion Restaurant,Seating 13-50,-122.32134487873356,47.6074792
732,C'Est La Juice,Catering Operation,-122.1676442,47.4456759
733,C & C Food Store,Seating 0-12,-122.30933766184489,47.57680325
734,C & P Coffee Brand Llc,Seating 0-12,-122.38664965294865,47.55166065
735,C & Y One Stop,Grocery,-122.12154669621756,47.488494450000005
736,C C'S 2.0,Seating 0-12,-121.9858582,47.7424749
737,C J'S Bakery,Seating 0-12,-122.0078959,47.3257332
738,C P Thai Restaurant,Seating 13-50,[0.0],[0.0]
739,Cactus,Seating 51-150,-122.205641,47.6760837
740,Cactus Alki,Seating 51-150,-122.4127632,47.578361
741,Cactus Bellevue Square,Seating 151-250,-85.0179986,42.4437685
742,Cafe  Argento,Seating 0-12,-122.31726880232767,47.61616455
743,Cafe 56,Seating 13-50,[0.0],[0.0]
744,Cafe Abodegas,Seating 0-12,-122.312567,47.6187813
745,Cafe Arizona,Seating > 250,-122.3072498,47.3169427
746,Cafe Aroma,Seating 0-12,-122.3184878,47.7485175
747,Cafe Bambino,Seating 0-12,-122.3618287,47.675966
748,Cafe Belltown,Seating 0-12,-122.3450009,47.6134745
749,Cafe By Hillside Quickie,Seating 0-12,-122.31243738524441,47.6213558
750,Cafe Cesura,Seating 13-50,-122.1965565,47.6194585
751,Cafe Columbia,Seating 0-12,-122.33071812801815,47.60454285
752,Cafe Con Leche,Seating 151-250,-122.3344675,47.577551
753,Cafe Da Pino,Seating 0-12,-122.3040237,47.6756743
754,Cafe Del Cielo,Seating 0-12,-122.2283958917457,47.292400549999996
755,Cafe Flora,Seating 51-150,-122.2952091,47.6239702
756,Cafe Habits,Seating 13-50,-122.1982816,47.6152002
757,Cafe Habits/Kitchen,Seating 0-12,-122.1982816,47.6152002
758,Cafe Happy,Seating 0-12,-122.2063636,47.6756635
759,Cafe Hope Espresso Cart @ 3639 Mlk Jr. Way S,Mobile Food Service,[0.0],[0.0]
760,Cafe Huong Que,Seating 13-50,[0.0],[0.0]
761,Cafe In The Court,Catering Operation,-122.331954,47.5987509
762,Cafe Kopi,Seating 0-12,-122.311858,47.687579
763,Cafe Lago,Seating 51-150,-122.30233695000001,47.63969335
764,Cafe Lati,Seating 13-50,-122.291251,47.7086234
765,Cafe Lobbie,Limited Food Services,[0.0],[0.0]
766,Cafe Lulu,Seating 13-50,-122.3255978,47.6756476
767,Cafe Mario @ Nintendo,Seating > 250,-122.13920711867644,47.65123495
768,Cafe Momo,Seating 13-50,-122.3248304,47.6803423
769,Cafe Mox,Seating 13-50,-122.3804706,47.6649868
770,Cafe Ori,Seating 51-150,-122.1489608,47.6275787
771,Cafe Osita,Seating 0-12,-122.3768542,47.5358005
772,Cafe Pacific-Adesa,Seating 13-50,-122.23787208662333,47.34093385
773,Cafe Pacific Catering & Deli,Seating 13-50,-122.22192865,47.346717
774,Cafe Parco,Seating 13-50,-122.27876725074978,47.6348588
775,Cafe Pettirosso,Seating 51-150,-122.3179728,47.613905
776,Cafe Pho,Seating 51-150,-122.3333423942081,47.60455545
777,Cafe Pho Ii; Inc.,Seating 13-50,[0.0],[0.0]
778,Cafe Pleiku,Seating 0-12,-122.1485097,47.6254105
779,Cafe Presse,Seating 51-150,-122.3169927,47.6120944
780,Cafe Racer Espresso,Seating 13-50,-122.3171255343282,47.67147225
781,Cafe Ragazze,Seating 0-12,-122.165911,47.6657608
782,Cafe Selam,Seating 13-50,-122.2972688746859,47.6078185
783,Alberona,Seating 13-50,-122.3596631,47.6540138
784,Alberson'S #473 Grocery,Grocery,-122.33579101502755,47.48912704999999
785,Albert Einstein Elementary,School Kitchen,[0.0],[0.0]
786,Albert Einstein Middle,School Kitchen,-122.3611618,47.7548932
787,Albertson'S - Deli,Seating 0-12,-122.31537883070413,47.32358275
788,Albertson'S - Grocery,Grocery,-122.31537883070413,47.32358275
789,Albertson'S - Meat/ Seafood Shop,Meat/Sea Food,-122.31537883070413,47.32358275
790,Albertson'S #408 - Deli,Seating 0-12,-122.3978791,47.6424625
791,Albertson'S #411 (Bakery),Bakery,-122.33179317113735,47.4610529
792,Albertson'S #411 (Deli),Seating 0-12,-122.33179317113735,47.4610529
